id;firstname;lastname;title;sex;country;birthdate;deathdate;birthplace;deathplace
1186;Edith Varian;Cockcroft;\N;F;US;1881-00-00;1962-00-00;Brooklyn;Ramapo, New York
1187;Sarah;Morris Greene;\N;F;\N;1877-00-00;1919-00-00;\N;\N
1188;Samuel;Halpert;\N;M;US;1884-00-00;1930-00-00;Białystok;Detroit
1189;Henry Lee;McFee;\N;M;US;1886-00-00;1953-00-00;Saint Louis;Altadena
1190;Charles P.;Reiffel;\N;M;US;1862-00-00;1942-00-00;Indianapolis;San Diego
1191;Vincenzo;Volpe;\N;M;IT;1854-00-00;1929-00-00;Grottaminarda;Naples
1192;Sydney Dale;Shaw;\N;M;US;1879-00-00;1946-00-00;Walkley;\N
1193;Eugene Edward;Speicher;\N;M;US;1883-00-00;1962-00-00;Buffalo;Woodstock
1194;Allen;Tucker;\N;M;US;1866-00-00;1939-00-00;New York;New York
1195;Walter;Ast;\N;M;DE;1884-02-16;1976-02-08;Ravensburg;Reutlingen
1196;Eduard;Baudrexel;\N;M;DE;1890-00-00;1968-01-16;Munich;Munich
1197;Max;Bauer;\N;M;DE;1886-00-00;1951-00-00;Stuttgart;Stuttgart
1198;Hermann;Betke;\N;M;DE;1881-00-00;1966-00-00;Bremen;Tübingen
1199;Ludwig;Bock;\N;M;DE;1886-00-00;1971-00-00;Munich;Munich
1200;Fritz;Burger-Mühlfeld;\N;M;DE;1882-00-00;1969-00-00;Augsburg;Hanover
1201;Ferdinand;Burger;\N;M;DE;1879-00-00;1953-00-00;Hildburghausen;Berlin
1202;Bernhard;Buttersack;\N;M;DE;1858-00-00;1925-00-00;Bad Liebenzell;Icking
1203;Leopold;Durm;Dr.;M;DE;1878-00-00;1918-00-00;Karlsruhe;Karlsruhe
1204;Heinrich;Eberhard;\N;M;DE;1884-00-00;1973-00-00;Ellwangen;Stuttgart
1205;Friedrich;Eckenfelder;\N;M;DE;1861-00-00;1938-00-00;Bern;Balingen
1206;Albin;Egger-Lienz;\N;M;AT;1868-00-00;1926-00-00;Stribach;St. Justina bei Bozen
1207;Ernst Wilhelm;Eitner;\N;M;DE;1867-00-00;1955-00-00;Hamburg;Hamburg
1208;Horst;Eysoldt;\N;M;DE;1886-00-00;1934-00-00;Dresden;Neuburg am Inn
1209;Jules (Julo);Fehr;\N;M;\N;1890-00-00;1971-00-00;Aachen;Territet
1210;Eugenie;Focke;\N;F;FR;1878-00-00;1958-00-00;\N;\N
1211;Paul;Frost;\N;M;DE;1891-00-00;1976-00-00;Köthen;Wierschem
1212;Josse;Goossens;\N;M;DE;1876-00-00;1929-00-00;Aachen;Regensburg
1213;Emilie;Hallavanya;\N;F;HR;1874-00-00;1960-00-00;Pula;Munich
1214;Friedrich;Hell;\N;M;AT;1869-00-00;1957-00-00;Uderns;Uderns
1215;Ernst (II.);Hodel;\N;M;CH;1881-00-00;1955-00-00;Münsingen;Luzern
1216;Conrad;Hommel;\N;M;DE;1883-00-00;1971-00-00;Mainz;Sielbeck
1217;Julius;Hüther;\N;M;DE;1881-00-00;1954-00-00;Cannstatt;Munich
1218;Peter;Kalman;\N;M;HU;1877-00-00;1948-00-00;Žabalj;Nußdorf am Inn
1219;Oswald;Krobshofer;\N;M;DE;1883-00-00;1960-00-00;Prague;Leipzig
1220;Hans;Beyer;\N;M;CH;1878-00-00;1963-00-00;Bern;Ftan
1221;Sandor;Kubinyi;\N;M;HU;1875-00-00;1949-00-00;Debrecen;Munich
1222;Martin;Brandenburg;\N;M;DE;1870-00-00;1919-00-00;Poznań;Stuttgart
1223;Emile;Claus;\N;M;BE;1849-00-00;1924-00-00;Sint-Eloois-Vijve;Astene
1224;Johan;Cohen Gosschalk;\N;M;NL;1873-00-00;1912-00-00;Zwolle;Amsterdam
1225;Stanisław;Lentz;\N;M;PL;1861-00-00;1920-00-00;Warsaw;Warsaw
1226;Georg;Einbeck;\N;M;DE;1870-00-00;1951-00-00;Golluschütz (Westpreussen);Luzern
1227;Otto;Feldmann;\N;M;DE;1881-00-00;1942-00-00;Vienna;Sobibór
1228;Albert;Maennchen;\N;M;DE;1873-00-00;1935-00-00;Rudolstadt;Berlin
1229;Otto;Feld;\N;M;DE;1860-00-00;1911-00-00;Breslau;Potsdam
1230;Guido;Maffei;\N;M;DE;1838-00-00;1922-00-00;Munich;Munich
1231;Gertrud;Flatow;\N;F;\N;1882-00-00;1965-00-00;Berlin;Uppsala
1232;Alfred;Frédy;\N;M;\N;\N;\N;\N;\N
1233;Cornelis Johannes;Maks;\N;M;NL;1876-00-00;1967-00-00;Amsterdam;Amsterdam
1234;Max;Giesecke;\N;M;DE;1866-00-00;1934-00-00;Berlin;Pisa
1235;Karl;Hagemeister;\N;M;DE;1848-00-00;1933-00-00;Werder (Havel);Werder (Havel)
1236;Julius;Hess;\N;M;DE;1878-00-00;1957-00-00;Stuttgart;Pöcking
1237;Gustav;Meyer-Buchwald;\N;M;DE;1881-08-18;1918-10-14;Dresden;Gits
1238;Hans;Molfenter;\N;M;DE;1884-00-00;1979-00-00;Neu-Ulm;Stuttgart
1239;John;Höxter;\N;M;DE;1884-00-00;1938-00-00;Hanover;Berlin
1240;Hans;Müller-Dachau;\N;M;DE;1877-00-00;1925-00-00;Hanover;Dachau
1241;Rudolf;Mülli;\N;M;CH;1882-00-00;1962-00-00;Dielsdorf;Zurich
1242;Hans;Nelson;\N;M;\N;\N;\N;\N;\N
1243;Curt;Nessel;\N;M;\N;1880-00-00;1914-00-00;\N;\N
1244;Friedrich;Latendorf;\N;M;DE;1866-00-00;1935-00-00;Schwerin;Schwerin
1245;Henry;Niestlé;\N;M;CH;1876-00-00;1966-00-00;Neuchatel;Dachau
1246;Max;Obermayer;\N;M;DE;1866-00-00;1948-00-00;Munich;Munich
1247;Wilhelm;Oertel;\N;M;DE;1870-10-22;1933-04-04;Frankfurt am Main;Mannheim
1248;Rudolf;Otto;\N;M;DE;1887-08-31;1962-09-09;Velký Šenov;Dresden
1249;Hermann;Pampel;\N;M;DE;1867-00-00;1935-00-00;Mohlsdorf;Munich
1250;Emmi;Pick;\N;F;DE;1882-00-00;\N;Breslau;Auschwitz
1251;Kasimir;Plater-Syberg;Graf;M;\N;1878-00-00;1963-00-00;Daugavpils;Asbury Park
1252;Franz;Reinhardt;\N;M;DE;1881-00-00;1946-00-00;Helmstedt;Lenzfried
1253;Albert;Reinwald;\N;M;DE;1889-05-25;1914-10-14;Stuttgart;\N
1254;Alois;Metz;\N;M;DE;1889-00-00;1981-00-00;Kübelberg;\N
1255;Carl;Reiser;\N;M;DE;1877-00-00;1950-00-00;Partenkirchen;Garmisch-Partenkirchen
1256;Klaus;Richter;\N;M;DE;1887-00-00;1948-00-00;Berlin;Berlin
1257;Fritz;Neuhaus;\N;M;DE;1852-00-00;1922-00-00;Elberfeld;Düsseldorf
1258;Adolf;Oberländer;\N;M;DE;1845-00-00;1923-00-00;Regensburg;Munich
1259;Paul;Roloff;\N;M;DE;1877-00-00;1951-00-00;Gut Jerchel Kreis Stendal;Prien am Chiemsee
1260;Walter Alfred;Rosam;\N;M;DE;1883-00-00;1916-00-00;Hamburg;Ukraine
1261;Lucien;Simon;\N;M;FR;1861-00-00;1945-00-00;Paris;Paris
1262;Josef;Schmid-Fichtelberg;\N;M;DE;1877-00-00;1964-00-00;Munich;Bernau am Chiemsee
1263;Franz Richard;Scholz;\N;M;\N;\N;\N;\N;\N
1264;Carl;Schuch;\N;M;AT;1846-00-00;1903-00-00;Vienna;Vienna
1265;Willy;Schwarz;\N;M;\N;\N;\N;\N;\N
1266;Heinrich;Schröder;\N;M;DE;1881-00-00;1942-00-00;Krefeld;Innsbruck
1267;Malgonia;Stern;\N;F;DE;1871-00-00;1914-00-00;Hamburg;Berlin
1268;Heinrich;Schulz;\N;M;\N;\N;\N;\N;\N
1269;Wilhelm;Stumpf;\N;M;DE;1873-00-00;1926-00-00;Weimar;Oberstaufen
1270;Ludwig;Stutz;\N;M;DE;1865-00-00;1917-00-00;Hoheneck;Illenau
1271;Rudolf;Tewes;\N;M;DE;1879-00-00;1965-00-00;Bremen;Bremen
1272;Gregori;Aminoff;\N;M;SE;1883-00-00;1947-00-00;Stockholm;Stockholm
1273;German Vassilievic;Fedorov;\N;M;RU;1885-00-00;1976-00-00;D'yakovo;Moscow
1274;Ivan;Fedotov;\N;M;RU;1881-00-00;1951-00-00;Moscow;Moscow
1275;István;Csók;\N;M;HU;1865-00-00;1961-00-00;Pusztaegeres;Budapest
1276;Károly;Ferenczy;\N;M;HU;1862-00-00;1917-00-00;Vienna;Budapest
1277;Adolf;Fényes;\N;M;HU;1867-00-00;1945-00-00;Kecskemét;Budapest
1278;Valér;Ferenczy;\N;M;HU;1885-00-00;1954-00-00;Kremnica;Budapest
1279;Béla;Iványi-Grünwald;\N;M;HU;1867-00-00;1940-00-00;Somogyszob;Budapest
1280;Pál;Jávor;\N;M;HU;1880-00-00;1923-00-00;Budapest;Budapest
1281;Ödön;Kacziány;\N;M;HU;1852-00-00;1933-00-00;Tîrgu Mureș;Budapest
1282;Gyula;Kosztolányi-Kann;\N;M;HU;1868-00-00;1945-00-00;Budapest;Budapest
1283;Gusztáv;Magyar-Mannheimer;\N;M;HU;1859-00-00;1937-00-00;Budapest;Budapest
1284;Paul;Bach;\N;M;DE;1866-00-00;1919-00-00;Dresden;Berlin
1285;Karl;Albiker;\N;M;DE;1878-00-00;1961-00-00;Ühlingen;Ettlingen
1286;Karl;Arnold;\N;M;DE;1883-00-00;1953-00-00;Neustadt bei Coburg;Munich
1287;Walter;Bangerter;\N;M;CH;1891-00-00;1962-00-00;Langenthal;Geneva
1288;Bernhard;Bleeker;Professor;M;DE;1881-00-00;1968-00-00;Münster;Munich
1289;Oskar;Coester;\N;M;DE;1886-00-00;1955-00-00;Frankfurt am Main;Dachau
1290;Max;Feldbauer;\N;M;DE;1869-00-00;1948-00-00;Neumarkt in der Oberpfalz;Oberschneiding
1291;Robert;Genin;\N;M;RU;1884-00-00;1941-00-00;Vysokoye;Moscow
1292;Rudolf;Grossmann;\N;M;DE;1882-00-00;1941-00-00;Freiburg im Breisgau;Freiburg im Breisgau
1293;Helen;Haefliger;\N;F;CH;1885-00-00;\N;Lausanne;\N
1294;Oskar;Hermann-Lamb;\N;M;AT;1876-00-00;1947-00-00;Trieste;Vienna
1295;Gustav;Jagerspacher;\N;M;DE;1879-00-00;1929-00-00;Gmund am Tegernsee;Munich
1296;Eugen von;Kahler;\N;M;CZ;1882-00-00;1911-00-00;Prague;Prague
1297;George;Kars;\N;M;CZ;1882-00-00;1945-00-00;Kralupy nad Vltavou;Geneva
1298;Otto;Kopp;\N;M;DE;1879-00-00;1947-00-00;Munich;Munich
1299;Hans;Lichtenberger;\N;M;DE;1876-04-09;1957-00-00;Berlin;Munich
1300;Alfred;Loercher;\N;M;DE;1875-00-00;1962-00-00;Stuttgart;Stuttgart
1301;Alfred Heinrich;Pellegrini;\N;M;CH;1881-00-00;1958-00-00;Basel;Basel
1302;Grete;Pohl;\N;F;DE;1871-00-00;1968-00-00;Prague;London
1303;Walter;Püttner;\N;M;DE;1872-00-00;1953-00-00;Leipzig;Bad Aibling
1304;Walter;Ruttmann;\N;M;DE;1887-00-00;1941-00-00;Frankfurt am Main;Berlin
1305;Werner;Schmidt;\N;M;\N;\N;\N;\N;\N
1306;Werner;Schmidt;\N;M;DE;1888-00-00;1964-00-00;Nauendorf (Georgenthal);Munich
1307;Julius Wolfgang;Schuelein;\N;M;DE;1881-00-00;1970-00-00;Munich;New York
1308;Rudolf;Seebold;\N;M;DE;1889-00-00;1918-06-14;Berlin;Verdun-sur-Meuse
1309;Otto Theodor Wolfgang;Stein;\N;M;DE;1877-00-00;1958-00-00;Žatec;Frýdlant
1310;Walther;Teutsch;\N;M;DE;1883-05-25;1964-01-27;Brașov;Munich
1311;Wilhelm;Thöny;\N;M;AT;1888-00-00;1949-00-00;Graz;New York
1312;Hugo;Troendle;\N;M;DE;1882-00-00;1955-00-00;Bruchsal;Munich
1313;Max;Unold;\N;M;DE;1885-00-00;1964-00-00;Memmingen;Munich
1314;Gertrud;Weber;\N;F;\N;\N;\N;\N;\N
1315;László;Mednyánszky;Báró;M;HU;1852-00-00;1919-00-00;Beckov;Vienna
1316;\N;Nyilassi;\N;M;\N;\N;\N;\N;\N
1317;Sandor;Nyilasy;\N;M;HU;1873-00-00;1934-00-00;Szeged;Szeged
1318;Izsák;Perlmutter;\N;M;HU;1866-00-00;1932-00-00;Buda;Budapest
1319;István;Réti;\N;M;HU;1872-00-00;1945-00-00;Baia Mare;Budapest
1320;Marcus;Behmer;\N;M;DE;1879-00-00;1958-00-00;Weimar;Berlin
1321;Eduard Julius Friedrich;Bendemann;\N;M;DE;1811-00-00;1889-00-00;Berlin;Düsseldorf
1322;Henry;Bing;\N;M;FR;1888-00-00;1965-00-00;Paris;Paris
1323;Charles François;Daubigny;\N;M;FR;1817-00-00;1878-00-00;Paris;Paris
1324;Honoré;Daumier;\N;M;FR;1810-00-00;1879-00-00;Marseilles;Valmondois
1325;Eugène;Delacroix;\N;M;FR;1798-00-00;1863-00-00;Saint-Maurice;Paris
1326;Hans;Am Ende;\N;M;DE;1864-00-00;1918-00-00;Trier;Stettin
1327;Gino;DeFinetti;\N;M;DE;1877-00-00;1955-00-00;Pazin;Gorizia
1328;Karl;Hänny;\N;M;CH;1879-00-00;1972-00-00;Twann;Ligerz
1329;Hans;Hartig;\N;M;DE;1873-00-00;1936-00-00;Karvin;Berlin
1330;Sella;Hasse;\N;F;DE;1878-00-00;1963-00-00;Bitterfeld;Berlin
1331;Alexander;Hoffmann;\N;M;DE;1878-00-00;1967-00-00;Grimma;Schleswig
1332;Meinhard;Jacoby;\N;M;DE;1873-00-00;1956-00-00;Vienna;Paraíba do Sul
1333;Gustava;Iselin-Haeger;\N;F;CH;1878-00-00;1962-00-00;Berlin;Basel
1334;Gertrud;Kunowski;\N;F;DE;1877-04-24;1960-06-17;Bydgoszcz;Schönau am Königssee
1335;Pál;Szinyei Merse;\N;M;HU;1845-00-00;1920-00-00;Sýňovská Nowá Wes;Jarovnice
1336;János;Thorma;\N;M;HU;1870-00-00;1937-00-00;Kiskunhalas;Baia Mare
1337;Caesar;Kunwald;\N;M;AT;1870-07-25;1946-11-26;Graz;Copenhagen
1338;János;Vaszary;\N;M;HU;1867-00-00;1939-00-00;Kaposvár;Budapest
1339;Ernst;Matthes;\N;M;DE;1878-00-00;1918-00-00;Bremen;Dusseldorf
1340;Jean-François;Millet;\N;M;FR;1814-00-00;1875-00-00;Gréville-Hague;Barbizon
1341;Richard;Müller;\N;M;DE;1874-00-00;1954-00-00;Tschernitz;Dresden
1342;Paul;Scheurich;\N;M;DE;1883-00-00;1945-00-00;New York;Brandenburg an der Havel
1343;Irmgard;Schmidt-Busch;\N;F;DE;1875-00-00;1952-00-00;Riga;Weimar
1344;Fritz;Schoen;\N;M;\N;1871-00-00;\N;Darkehmen (Ostpreußen);\N
1345;Clara;Siewert;\N;F;DE;1862-00-00;1944-00-00;Budy;Berlin
1346;Hermann;Struck;\N;M;DE;1876-00-00;1944-00-00;Berlin;Haifa
1347;Ignatius;Taschner;\N;M;DE;1871-00-00;1913-00-00;Bad Kissingen;Mitterndorf (Dachau)
1348;Lajos;Zombory;\N;M;HU;1867-00-00;1933-00-00;Szeged;Szolnok
1349;John Jack;Vrieslander;\N;M;DE;1879-02-09;1957-09-05;Münster;Grabenstätt
1350;Carl;Weidemeyer;\N;M;DE;1882-00-00;1976-00-00;Bremen;Ascona
1351;Hedwig;Weiß;\N;F;DE;1860-00-00;1923-00-00;Königsberg;Berlin
1352;Hermann F. A.;Westphal;\N;M;DE;1885-00-00;1954-00-00;Berlin;\N
1353;Cipri Adolf;Bermann;\N;M;DE;1862-00-00;1887-00-00;Vöhrenbach;Luxembourg
1354;Ludwig von;Herterich;\N;M;DE;1856-00-00;1932-00-00;Ansbach;Etzenhausen
1355;Alois;Hänisch;\N;M;AT;1866-00-00;1937-00-00;Vienna;Vienna
1356;Hubert von;Heyden;\N;M;DE;1860-00-00;1911-00-00;Berlin;Munich
1357;Robert;Engels;\N;M;DE;1866-00-00;1926-00-00;Solingen;Munich
1358;Fritz;Voellmy;\N;M;CH;1863-03-20;1939-00-00;Basel;Basel
1359;Georg;Flad;\N;M;DE;1853-00-00;1913-00-00;Heidelberg;Dachau
1360;Adelbert;Niemeyer;\N;M;DE;1867-00-00;1932-00-00;Warburg;Munich
1361;Eugen;Kirchner;\N;M;DE;1865-00-00;1938-00-00;Halle;Munich
1362;Carl Henry;Ebbinghaus;\N;M;DE;1872-00-00;1950-00-00;Hamburg;Neuburg am Inn
1363;Ture;Ander;\N;M;SE;1881-00-00;1958-00-00;Asker;Arvika
1364;Tor;Bjurström;\N;M;SE;1888-00-00;1966-00-00;Stockholm;Gothenburg
1365;Gabriel;Burmeister;\N;M;SE;1886-00-00;1946-00-00;Karlshamn;Timmernabben
1366;Arthur Carlsson;Percy;\N;M;SE;1886-00-00;1976-00-00;Vickleby;Vickleby
1367;Knut;Janson;\N;M;SE;1882-00-00;1966-00-00;Vallentuna;Stockholm
1368;Gunnar;Lundh;\N;M;SE;1882-00-00;1950-00-00;Kappsta slott;Stockholm
1369;Arvid;Nilsson;\N;M;SE;1881-00-00;1971-00-00;Kopparberg;Lidingö
1370;Carl Magnus;Ryd;\N;M;SE;1883-00-00;1958-00-00;Lekaryd, Småland;Växjö
1371;Birger;Simonsson;\N;M;SE;1883-00-00;1938-00-00;Uddevalla;Stockholm
1372;Sigfrid;Ullman;\N;M;SE;1886-00-00;1960-00-00;Varberg;Gothenburg
1373;Manuel;Ortiz de Zárate;\N;M;CL;1887-00-00;1946-00-00;Como;Los Angeles
1374;Károly;Pongrácz;\N;M;HU;1872-00-00;1930-00-00;Szottina;Cabaj-Čápor
1375;Felix;Widder;\N;M;HU;1874-00-00;1939-00-00;Arad;Budapest
1376;Artúr;Jakobovits;\N;M;HU;1880-00-00;1945-00-00;Fenyőháza;Budapest
1377;József;Szöri;\N;M;HU;1878-00-00;1914-00-00;Szeged;\N
1378;István;Fanta-Alkony;\N;M;HU;1884-00-00;1942-00-00;Pécs;Pestlőrinc
1379;William;Darling;\N;M;HU;1882-00-00;1963-00-00;Șandra;Laguna Beach
1380;Gyula;Ruszti;\N;M;HU;1885-00-00;1918-00-00;Lučenec;Szolnok
1381;Lajos;Csordák;\N;M;SK;1864-00-00;1937-00-00;Košice;Košice
1382;Béla;Vidovszky;\N;M;HU;1883-00-00;1973-00-00;Gyomaendröd;Budapest
1383;Géza;Kovács;\N;M;\N;\N;\N;\N;\N
1384;Vincent;Bánsághi;\N;M;HU;1881-00-00;1960-00-00;Reșiţa;Chl'aba
1385;Hermann;Benjámin;\N;M;HU;1881-00-00;1942-00-00;Cluj-Napoca;Budapest
1386;Alcide-Marie;Le Beau;\N;M;FR;1872-00-00;1943-00-00;Lorient;Sanary-sur-Mer
1387;Fritz;Boehle;\N;M;DE;1873-00-00;1916-00-00;Emmendingen;Frankfurt am Main
1388;Gustav Johannes;Buchner;\N;M;DE;1880-00-00;1951-00-00;Munich;Schliersee
1389;Alfréd;Feiks;\N;M;HU;1880-00-00;1953-00-00;Slavonski Brod;Polgardi
1390;Jules Leon;Flandrin;\N;M;FR;1871-00-00;1947-00-00;Corenc;Paris
1391;Erich;Gruner;\N;M;DE;1881-11-14;1966-12-30;Leipzig;Leipzig
1392;Wenzel;Hablik;\N;M;CZ;1881-00-00;1934-00-00;Most;Itzehoe
1393;Rudolf;Hammer;\N;M;DE;1882-00-00;1957-00-00;Olsztynek;Ballenstedt
1394;Alexander von;Heiroth;\N;M;\N;\N;\N;\N;\N
1395;Werner;Hoffmann;\N;M;DE;1879-00-00;1955-00-00;Ratzeburg;\N
1396;Jozef;Israëls;\N;M;NL;1824-00-00;1911-00-00;Groningen;Hague, The
1397;Ludvig;Luplau Janssen;\N;M;DK;1869-00-00;1927-00-00;Sørbymagle Sogn;Copenhagen
1398;Friedrich von;Khaynach;\N;M;DE;1867-00-00;1920-00-00;Hamm;Berlin
1399;Paul;Kleinschmidt;\N;M;DE;1883-00-00;1949-00-00;Bobolice;Bensheim
1400;Oskar;Kruse-Lietzenburg;\N;M;DE;1847-05-25;1919-08-10;Stettin;Kloster (Hiddensee)
1401;Jakob;Nussbaum;\N;M;DE;1873-00-00;1936-00-00;Rhina;Kinneret
1402;Hans;Olde;\N;M;DE;1855-00-00;1917-00-00;Süderau;Kassel
1403;Fritz;Frank;\N;M;AT;1871-00-00;1945-00-00;Frankenmarkt;Werfenweng
1404;Joseph;Schneider;\N;M;\N;\N;\N;\N;\N
1405;Lore;Schumann;\N;F;\N;\N;\N;\N;\N
1406;Jan;Veth;\N;M;NL;1864-00-00;1925-00-00;Dordrecht;Amsterdam
1407;Arnold;Waldschmidt;\N;M;DE;1873-00-00;1958-00-00;Weimar;Stuttgart
1408;Frederick T.;Weber;\N;M;US;1883-00-00;1956-00-00;Columbia, South Carolina;Astoria
1409;Paul;Wilhelm;\N;M;DE;1886-00-00;1965-00-00;Greiz;Radebeul
1410;Richard;Seiffert-Wattenberg;\N;M;DE;1874-00-00;1945-00-00;Brunswick;Einbeck
1411;Adolf;Strübe;\N;M;DE;1881-12-07;1973-09-23;Maulburg;Schopfheim
1412;Günther;Stüdemann;\N;M;DE;1890-00-00;1981-00-00;Berlin;Thurnau
1413;Paul;Thalheimer;\N;M;DE;1884-00-00;1948-00-00;Heilbronn;Schrobenhausen
1414;Auguste;Baillayre;\N;M;FR;1879-00-00;1961-00-00;Vernet-les-Bains;Bucharest
1415;Lidia;Baillayre;\N;F;\N;1880-00-00;1923-00-00;Chişinău;Chişinău
1416;Sofia;Baudouin de Courtenay;\N;F;PL;1889-00-00;1967-00-00;Yur'ev (Tartu);Warsaw
1417;Veniamin Pavlovic;Belkin;\N;M;RU;1884-00-00;1951-00-00;Verkhoturye;Saint Petersburg
1418;Gleb;Verhovskiy;\N;M;\N;\N;\N;\N;\N
1419;S.;Volenkova;\N;F;\N;\N;\N;\N;\N
1420;Anna;Zelmanova;\N;F;RU;1890-00-00;1948-00-00;Moscow;USA
1421;Ya.;Levakovska;\N;F;\N;\N;\N;\N;\N
1422;Petr;Lyvov;\N;M;\N;\N;\N;\N;\N
1423;Svyatoslav Alexandrovich;Nagubnikov;\N;M;RU;1866-00-00;1914-00-00;\N;\N
1424;Evgeniy Yakovlevich;Sahajdačnyj;\N;M;UA;1886-00-00;1961-00-00;Kherson;Kosiv
1425;T.;Chelnokova;\N;F;\N;\N;\N;\N;\N
1426;Savely;Shleyfer;\N;M;UA;1861-00-00;\N;Odessa;Auschwitz
1427;Victor;Barthe;\N;M;RU;1887-00-00;1954-00-00;Stavropol;Paris
1428;Fritz;Wimmer;\N;M;DE;1879-00-00;1960-00-00;Rochlitz;Neuburg am Inn
1429;Karl;Windels;\N;M;DE;1869-00-00;1954-00-00;Bremen;Bremen
1430;Otto;Wyler;\N;M;CH;1887-00-00;1965-00-00;Mumpf;Aarau
1431;Oskar;Zwintscher;\N;M;DE;1870-00-00;1916-00-00;Leipzig;Dresden
1432;Fritz;Giebelhausen;\N;M;DE;1871-00-00;\N;Aschersleben;\N
1433;Georg;Greve-Lindau;\N;M;DE;1876-05-01;1963-07-16;Katlenburg-Lindau;Duderstadt
1434;Olaf;Gulbransson;\N;M;NO;1873-00-00;1958-00-00;Christiania (Oslo);Tegernsee
1435;Hans;Hofmann;\N;M;US;1880-00-00;1966-00-00;Weissenburg in Bayern;New York
1436;Alfons;Niemann;\N;M;DE;1886-00-00;1968-00-00;Opole;Kassel
1437;Josef;Plenk;Dr.;M;AT;1886-04-27;1967-06-06;Vienna;Frankfurt am Main
1438;Ferdinand;Staeger;\N;M;DE;1880-00-00;1976-09-11;Třebíč;Waldkraiburg
1439;Rolf;Winkler;\N;M;\N;1884-02-10;1942-00-00;Vienna;Munich
1440;Magnus;Zeller;\N;M;DE;1888-00-00;1972-00-00;Biesenrode;Caputh
1441;Carl;Albrecht;\N;M;DE;1862-04-02;1926-09-26;Hamburg;Königsberg
1442;Fritz;Baer;\N;M;DE;1850-00-00;1919-00-00;Munich;Munich
1443;Hans von;Bartels;\N;M;DE;1856-00-00;1913-00-00;Hamburg;Munich
1444;Julius Hugo;Bergmann;\N;M;DE;1861-00-00;1940-00-00;Nordhausen;Karlsruhe
1445;Carl;Blos;\N;M;DE;1860-00-00;1941-00-00;Mannheim;Munich
1446;Eugen Felix Prosper;Bracht;\N;M;DE;1842-00-00;1921-00-00;Morges;Darmstadt
1447;Otto Heinrich;Engel;\N;M;DE;1866-00-00;1949-00-00;Erbach im Odenwald;Glücksburg
1448;Oskar;Frenzel;\N;M;DE;1855-00-00;1915-00-00;Berlin;Berlin
1449;Otto;Heichert;\N;M;DE;1868-00-00;1946-00-00;Gröningen;Oberschönau
1450;Hans;Herrmann;\N;M;DE;1858-00-00;1942-00-00;Berlin;Berlin
1451;Olof August Andreas;Jernberg;\N;M;SE;1855-00-00;1935-00-00;Düsseldorf;Berlin
1452;Friedrich;Kallmorgen;\N;M;DE;1856-00-00;1924-00-00;Altona;Karlsruhe
1453;Arthur;Kampf;\N;M;DE;1864-00-00;1950-00-00;Aachen;Castrop-Rauxel
1454;Eugen;Kampf;\N;M;DE;1861-00-00;1933-00-00;Aachen;Dusseldorf
1455;Friedrich August von;Kaulbach;\N;M;DE;1850-00-00;1920-00-00;Munich;Ohlstadt
1456;Friedrich;Klein-Chevalier;\N;M;DE;1862-00-00;1938-00-00;Dusseldorf;Wiesbaden
1457;Karl;Köpping;\N;M;DE;1848-00-00;1914-00-00;Dresden;Berlin
1458;Arthur;Langhammer;\N;M;DE;1854-00-00;1901-00-00;Lützen;Dachau
1459;Franz Seraph von;Lenbach;\N;M;DE;1836-00-00;1904-00-00;Schrobenhausen;Munich
1460;Ludwig von;Löfftz;\N;M;DE;1845-00-00;1910-00-00;Darmstadt;Munich
1461;Hans;Looschen;\N;M;DE;1859-06-23;1923-02-11;Berlin;Berlin
1462;Adolph;Menzel;\N;M;DE;1815-00-00;1905-00-00;Breslau;Berlin
1463;Paul Friedrich;Meyerheim;\N;M;DE;1842-00-00;1915-00-00;Berlin;Berlin
1464;Adolf;Münzer;\N;M;DE;1870-00-00;1953-00-00;Pszczyna;Landsberg am Lech
1465;Hans;Petersen;\N;M;DE;1850-00-00;1914-00-00;Husum;Munich
1466;Paul René;Reinicke;\N;M;DE;1860-00-00;1926-00-00;Strenznaundorf;Steingaden
1467;Gustav;Schönleber;\N;M;DE;1851-00-00;1917-00-00;Bietigheim;Karlsruhe
1468;Rudolf;Schulte im Hofe;\N;M;DE;1865-00-00;1928-00-00;Ückendorf;Berlin
1469;Johann;Sperl;\N;M;DE;1840-00-00;1914-00-00;Buch (Nuremberg);Bad Aibling
1470;Eduard;Thöny;\N;M;AT;1866-00-00;1950-00-00;Brixen;Holzhausen am Ammersee
1471;Hugo;Vogel;\N;M;DE;1855-00-00;1934-00-00;Magdeburg;Berlin
1472;Bruno;Kaiser;\N;M;\N;\N;\N;\N;\N
1473;Szilárd;Kővári;\N;M;SK;1882-00-00;1916-00-00;Košice;Košice
1474;Ervin;Körmendi-Frimm;\N;M;HU;1885-00-00;1939-00-00;Budapest;Budapest
1475;Hermann;Morres;\N;M;\N;1885-00-00;1971-00-00;Braşov;Braşov
1476;Margit;Pogány;\N;F;HU;1879-00-00;1964-00-00;Budapest;Canberra
1477;Josef;Achmann;\N;M;DE;1885-00-00;1958-00-00;Regensburg;Schliersee
1478;Lily;Alberti;\N;F;\N;\N;\N;\N;\N
1479;Adrian Paul;Allinson;\N;M;GB;1890-00-00;1959-00-00;London;London
